symbol,as_of,close,status,tt_count,tt_pass,tt1,tt2,tt3,tt4,tt5,tt6,tt7,tt8,regime_on,rs,rs_proxy_pp,pivot,to_pivot_pct,breakout_pct,vol_x,ma50,exit_ma,ma150,ma200,from_high52_pct,in_position,entry_date,entry_price,stop_price,exit_pending,entry_pending,stop_if_filled_at_close
000990.KS,2026-09-23,132000.0,후보 아님 (트렌드 템플릿 6/8),6,False,True,True,True,False,True,True,False,True,True,90.4,26.55,134500.0,1.89,-1.86,0.83,100410.0,100410.0,118556.6667,108902.5,-40.14,False,,,,False,False,122760.0
001040.KS,2026-09-23,130000.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,4.04,-62.86,136800.0,5.23,-4.97,0.71,131418.0,131418.0,170548.0,174699.5,-43.97,False,,,,False,False,120900.0
001120.KS,2026-09-23,40200.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,True,True,False,False,True,59.09,-23.4,42750.0,6.34,-5.96,0.76,38553.0,38553.0,42385.0,40532.25,-29.1,False,,,,False,False,37386.0
001430.KS,2026-09-23,44300.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,False,True,False,True,True,False,False,True,62.12,-20.73,46250.0,4.4,-4.22,0.85,39675.0,39675.0,52996.6667,54165.25,-50.94,False,,,,False,False,41199.0
001440.KS,2026-09-23,30950.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,True,True,False,False,True,69.7,-13.24,33450.0,8.08,-7.47,1.42,28012.0,28012.0,35285.3333,32896.0,-57.19,False,,,,False,False,28783.5
001450.KS,2026-09-23,47550.0,3순위 · 관찰,8,True,True,True,True,True,True,True,True,True,True,86.36,15.51,54700.0,15.04,-13.07,0.57,45114.0,45114.0,37376.6667,35352.0,-11.12,False,,,,False,False,44221.5
001720.KS,2026-09-23,138000.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,True,False,False,False,False,False,True,13.64,-51.21,161000.0,16.67,-14.29,0.84,148390.0,148390.0,177125.3333,170780.0,-45.88,False,,,,False,False,128340.0
001800.KS,2026-09-23,23750.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,True,False,False,True,False,True,52.53,-32.42,26450.0,11.37,-10.21,1.13,25584.0,25584.0,25018.0,23966.4,-16.08,False,,,,False,False,22087.5
001820.KS,2026-09-23,146900.0,3순위 · 관찰,8,True,True,True,True,True,True,True,True,True,True,98.48,140.15,157700.0,7.35,-6.85,0.73,101706.0,101706.0,89291.0,74772.5,-22.72,False,,,,False,False,136617.0
002380.KS,2026-09-23,476000.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,True,True,False,False,True,51.52,-32.95,514000.0,7.98,-7.39,0.76,447930.0,447930.0,504703.3333,488542.5,-30.0,False,,,,False,False,442680.0
002790.KS,2026-09-23,26350.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,False,False,False,True,False,True,False,True,55.05,-28.88,28050.0,6.45,-6.06,0.76,25843.0,25843.0,26191.0,26649.75,-24.82,False,,,,False,False,24505.5
003230.KS,2026-09-23,1215000.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,True,False,False,False,False,True,40.91,-36.78,1557000.0,28.15,-21.97,0.96,1277460.0,1277460.0,1228120.0,1226830.0,-25.46,False,,,,False,False,1129950.0
003490.KS,2026-09-23,31500.0,신호 확정 → 다음 시가 진입,8,True,True,True,True,True,True,True,True,True,True,74.24,-10.17,31400.0,-0.32,0.32,1.54,27416.0,27416.0,26324.3333,25489.5,0.0,False,,,,False,True,29295.0
003550.KS,2026-09-23,111900.0,후보 아님 (트렌드 템플릿 7/8),7,False,True,True,True,True,True,True,False,True,True,73.74,-10.28,125700.0,12.33,-10.98,0.45,109106.0,109106.0,104264.0,99590.5,-32.51,False,,,,False,False,104067.0
003670.KS,2026-09-23,179900.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,False,False,False,True,True,False,False,True,47.98,-34.37,201000.0,11.73,-10.5,1.76,164398.0,164398.0,198084.0,200322.0,-39.22,False,,,,False,False,167307.0
003690.KS,2026-09-23,14670.0,후보 아님 (트렌드 템플릿 7/8),7,False,True,True,True,True,True,True,True,False,True,68.69,-15.1,15660.0,6.75,-6.32,0.69,14396.0,14396.0,13481.9333,12999.9,-5.17,False,,,,False,False,13643.1
004020.KS,2026-09-23,31950.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,True,True,False,False,True,41.41,-36.68,37200.0,16.43,-14.11,2.0,29593.0,29593.0,34252.6667,33484.0,-31.29,False,,,,False,False,29713.5
004170.KS,2026-09-23,347000.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,False,True,False,False,True,56.06,-28.67,441500.0,27.23,-21.4,0.72,428600.0,428600.0,458803.3333,412852.5,-55.28,False,,,,False,False,322710.0
004370.KS,2026-09-23,390000.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,False,False,True,False,False,False,False,True,53.54,-31.76,460000.0,17.95,-15.22,0.49,401390.0,401390.0,386940.0,395957.5,-25.29,False,,,,False,False,362700.0
004800.KS,2026-09-23,164200.0,후보 아님 (트렌드 템플릿 5/8),5,False,False,True,True,False,True,True,False,True,True,70.71,-13.06,179200.0,9.14,-8.37,0.7,156776.0,156776.0,168759.3333,160367.0,-40.51,False,,,,False,False,152706.0
004990.KS,2026-09-23,24400.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,False,False,False,True,False,False,False,True,22.73,-47.09,25600.0,4.92,-4.69,0.58,23655.0,23655.0,26845.6667,27271.5,-36.79,False,,,,False,False,22692.0
005070.KS,2026-09-23,41550.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,False,False,False,True,True,False,False,True,30.81,-40.83,43550.0,4.81,-4.59,0.96,38084.0,38084.0,46454.6667,46994.75,-36.56,False,,,,False,False,38641.5
005380.KS,2026-09-23,353500.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,False,True,False,False,True,36.87,-38.25,434000.0,22.77,-18.55,0.83,395590.0,395590.0,501816.6667,471452.5,-52.87,False,,,,False,False,328755.0
005440.KS,2026-09-23,13020.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,True,True,False,False,True,66.16,-17.64,13940.0,7.07,-6.6,1.04,12293.8,12293.8,13674.6667,12440.35,-30.56,False,,,,False,False,12108.6
005490.KS,2026-09-23,311500.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,True,False,False,False,False,False,True,34.85,-38.7,351000.0,12.68,-11.25,0.71,322090.0,322090.0,361350.0,353582.5,-41.78,False,,,,False,False,289695.0
005830.KS,2026-09-23,184600.0,3순위 · 관찰,8,True,True,True,True,True,True,True,True,True,True,77.78,-5.81,208000.0,12.68,-11.25,0.72,175686.0,175686.0,167932.6667,158960.5,-10.17,False,,,,False,False,171678.0
005850.KS,2026-09-23,48300.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,False,True,False,False,True,41.92,-36.01,54700.0,13.25,-11.7,1.32,53176.0,53176.0,59857.3333,56912.5,-36.61,False,,,,False,False,44919.0
005930.KS,2026-09-23,285500.0,돌파 · 거래량 부족,8,True,True,True,True,True,True,True,True,True,True,96.46,61.55,283500.0,-0.7,0.71,0.86,255380.0,255380.0,252179.0,222461.75,-21.24,False,,,,False,False,265515.0
005940.KS,2026-09-23,26000.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,False,True,False,False,True,48.48,-34.34,27500.0,5.77,-5.45,0.73,27389.0,27389.0,30921.0,28868.25,-33.67,False,,,,False,False,24180.0
006040.KS,2026-09-23,35200.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,29.29,-41.75,39150.0,11.22,-10.09,0.73,36443.0,36443.0,37008.6667,38352.5,-29.6,False,,,,False,False,32736.0
006260.KS,2026-09-23,321500.0,후보 아님 (트렌드 템플릿 5/8),5,False,False,True,True,False,True,True,False,True,True,76.26,-6.86,338500.0,5.29,-5.02,0.49,304750.0,304750.0,340793.3333,307013.5,-41.86,False,,,,False,False,298995.0
006280.KS,2026-09-23,123300.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,23.23,-46.88,131900.0,6.97,-6.52,0.45,124526.0,124526.0,135208.6667,140897.0,-31.61,False,,,,False,False,114669.0
006360.KS,2026-09-23,34600.0,3순위 · 관찰,8,True,True,True,True,True,True,True,True,True,True,84.34,11.02,39350.0,13.73,-12.07,0.91,32793.0,32793.0,30577.2,27773.95,-19.72,False,,,,False,False,32178.0
006400.KS,2026-09-23,521000.0,후보 아님 (트렌드 템플릿 6/8),6,False,True,True,True,False,True,True,False,True,True,87.88,19.41,600000.0,15.16,-13.17,0.84,487680.0,487680.0,500803.3333,455307.5,-26.83,False,,,,False,False,484530.0
006800.KS,2026-09-23,32250.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,False,True,False,False,True,42.93,-35.84,37500.0,16.28,-14.0,0.55,35012.0,35012.0,52689.2465,47038.3734,-61.52,False,,,,False,False,29992.5
007070.KS,2026-09-23,22800.0,후보 아님 (트렌드 템플릿 5/8),5,False,False,True,True,True,False,True,True,False,True,58.08,-26.27,27800.0,21.93,-17.99,0.66,25627.0,25627.0,23992.5333,23348.45,-22.58,False,,,,False,False,21204.0
007340.KS,2026-09-23,47900.0,3순위 · 관찰,8,True,True,True,True,True,True,True,True,True,True,84.85,11.15,50600.0,5.64,-5.34,0.6,45241.0,45241.0,40841.6667,37037.5,-23.73,False,,,,False,False,44547.0
007660.KS,2026-09-23,118900.0,후보 아님 (트렌드 템플릿 3/8),3,False,True,False,False,False,True,True,False,False,True,61.62,-21.0,119800.0,0.76,-0.75,1.33,97958.0,97958.0,112872.6667,115177.0,-26.33,False,,,,False,False,110577.0
007810.KS,2026-09-23,65100.0,후보 아님 (트렌드 템플릿 5/8),5,False,False,True,True,False,True,True,False,True,True,91.92,33.09,67900.0,4.3,-4.12,1.96,56952.0,56952.0,76112.6667,69372.0,-54.12,False,,,,False,False,60543.0
008770.KS,2026-09-23,40150.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,True,False,False,False,False,False,False,True,16.16,-50.16,45500.0,13.33,-11.76,0.46,43255.0,43255.0,48899.0,48219.75,-42.15,False,,,,False,False,37339.5
008930.KS,2026-09-23,52100.0,후보 아님 (트렌드 템플릿 7/8),7,False,True,False,True,True,True,True,True,True,True,88.38,20.74,61000.0,17.08,-14.59,0.34,44018.0,44018.0,38521.0,38637.25,-9.71,False,,,,False,False,48453.0
009150.KS,2026-09-23,1507000.0,후보 아님 (트렌드 템플릿 7/8),7,False,True,True,True,True,True,True,False,True,True,99.49,245.76,1548000.0,2.72,-2.65,0.64,1337980.0,1337980.0,1143126.6667,925787.5,-33.61,False,,,,False,False,1401510.0
009420.KS,2026-09-23,46600.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,False,True,False,False,True,35.86,-38.41,65900.0,41.42,-29.29,0.41,52842.0,52842.0,53387.3333,52227.0,-34.09,False,,,,False,False,43338.0
009540.KS,2026-09-23,332500.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,13.13,-51.39,370500.0,11.43,-10.26,0.6,359340.0,359340.0,390366.6667,398387.5,-30.66,False,,,,False,False,309225.0
009830.KS,2026-09-23,29200.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,True,False,False,False,False,False,True,18.69,-48.52,34650.0,18.66,-15.73,1.18,30203.0,30203.0,38200.363,36020.5223,-50.09,False,,,,False,False,27156.0
009970.KS,2026-09-23,163400.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,True,False,False,False,False,False,True,31.31,-40.24,176200.0,7.83,-7.26,0.54,181258.0,181258.0,197349.3333,197039.5,-34.64,False,,,,False,False,151962.0
010060.KS,2026-09-23,206000.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,False,True,False,True,True,81.82,4.5,284500.0,38.11,-27.59,1.38,231294.0,231294.0,237964.0,207188.5,-46.91,False,,,,False,False,191580.0
010120.KS,2026-09-23,205500.0,후보 아님 (트렌드 템플릿 6/8),6,False,True,True,True,False,True,True,False,True,True,93.43,37.41,224000.0,9.0,-8.26,0.5,199158.0,199158.0,203790.0,178694.5,-35.48,False,,,,False,False,191115.0
010130.KS,2026-09-23,1116000.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,False,True,False,False,False,False,False,True,28.79,-42.23,1404000.0,25.81,-20.51,0.34,1150740.0,1150740.0,1363300.0,1393495.0,-47.23,False,,,,False,False,1037880.0
010140.KS,2026-09-23,20250.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,11.11,-53.48,22500.0,11.11,-10.0,0.74,21293.8,21293.8,25703.6,26044.7,-41.13,False,,,,False,False,18832.5
010950.KS,2026-09-23,155600.0,3순위 · 관찰,8,True,True,True,True,True,True,True,True,True,True,93.94,38.53,170800.0,9.77,-8.9,0.89,143812.0,143812.0,124215.3333,115369.0,-6.21,False,,,,False,False,144708.0
011070.KS,2026-09-23,535000.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,False,True,False,True,True,89.9,22.55,643000.0,20.19,-16.8,0.44,572640.0,572640.0,612070.0,526445.0,-65.03,False,,,,False,False,497550.0
011170.KS,2026-09-23,60200.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,False,False,False,True,False,False,False,True,11.62,-53.11,71400.0,18.6,-15.69,0.76,59260.0,59260.0,74101.3333,74237.0,-48.98,False,,,,False,False,55986.0
011200.KS,2026-09-23,20800.0,후보 아님 (트렌드 템플릿 5/8),5,False,True,True,True,True,False,False,True,False,True,50.51,-33.91,22550.0,8.41,-7.76,0.42,21076.2,21076.2,20645.0667,20569.6,-15.1,False,,,,False,False,19344.0
011210.KS,2026-09-23,52500.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,False,True,False,False,False,False,False,True,6.57,-56.09,61900.0,17.9,-15.19,0.71,58604.0,58604.0,73359.3333,74619.0,-48.17,False,,,,False,False,48825.0
011780.KS,2026-09-23,116900.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,False,True,False,False,False,True,False,True,33.33,-39.72,136300.0,16.6,-14.23,0.51,122248.0,122248.0,127794.6667,128481.0,-23.79,False,,,,False,False,108717.0
011790.KS,2026-09-23,89400.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,False,False,False,True,True,False,False,True,15.66,-50.2,93700.0,4.81,-4.59,0.58,84254.0,84254.0,104944.6911,106177.0184,-48.65,False,,,,False,False,83142.0
012330.KS,2026-09-23,367500.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,True,False,False,False,False,False,True,25.76,-45.35,505000.0,37.41,-27.23,0.59,458280.0,458280.0,483760.0,462922.5,-52.15,False,,,,False,False,341775.0
012450.KS,2026-09-23,1021000.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,True,False,False,False,False,False,True,34.34,-39.57,1169000.0,14.5,-12.66,0.76,1036860.0,1036860.0,1192700.0,1164610.0,-33.57,False,,,,False,False,949530.0
012630.KS,2026-09-23,25450.0,후보 아님 (트렌드 템플릿 6/8),6,False,True,True,True,False,True,True,True,False,True,68.18,-15.22,29150.0,14.54,-12.69,0.65,22744.8,22744.8,23679.8667,22268.8,-15.59,False,,,,False,False,23668.5
0126Z0.KS,2026-09-23,330000.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,,,395000.0,19.7,-16.46,0.38,370990.0,370990.0,462673.3333,504105.0,,False,,,,False,False,306900.0
012750.KS,2026-09-23,83300.0,후보 아님 (트렌드 템플릿 5/8),5,False,True,True,True,False,True,False,True,False,True,57.07,-27.47,89000.0,6.84,-6.4,0.56,77568.0,77568.0,79570.6667,79060.0,-11.48,False,,,,False,False,77469.0
014680.KS,2026-09-23,236500.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,False,False,True,True,False,False,True,46.97,-34.74,228000.0,-3.59,3.73,1.16,214044.0,214044.0,260648.0,257628.5,-30.03,False,,,,False,False,219945.0
015760.KS,2026-09-23,30250.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,4.55,-62.81,36400.0,20.33,-16.9,0.88,33216.0,33216.0,40220.0,43714.25,-55.45,False,,,,False,False,28132.5
016360.KS,2026-09-23,91100.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,True,False,False,False,False,False,True,44.95,-35.46,92200.0,1.21,-1.19,1.08,92410.0,92410.0,104634.6667,99086.5,-39.06,False,,,,False,False,84723.0
017670.KS,2026-09-23,87100.0,후보 아님 (트렌드 템플릿 5/8),5,False,False,True,True,True,False,True,False,True,True,73.23,-10.58,103600.0,18.94,-15.93,0.4,91128.0,91128.0,90850.6667,82907.0,-30.43,False,,,,False,False,81003.0
017800.KS,2026-09-23,73700.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,False,False,False,True,False,False,False,True,26.77,-44.08,76800.0,4.21,-4.04,0.57,72052.0,72052.0,82025.3333,84421.5,-34.02,False,,,,False,False,68541.0
018260.KS,2026-09-23,220500.0,후보 아님 (트렌드 템플릿 6/8),6,False,True,True,True,True,False,True,False,True,True,74.75,-8.9,246000.0,11.56,-10.37,0.38,221238.0,221238.0,198650.0,192446.5,-39.09,False,,,,False,False,205065.0
018670.KS,2026-09-23,240500.0,후보 아님 (트렌드 템플릿 4/8),4,False,True,True,False,False,True,False,True,False,True,54.04,-31.52,260000.0,8.11,-7.5,0.47,233470.0,233470.0,237606.6667,235757.5,-17.07,False,,,,False,False,223665.0
018880.KS,2026-09-23,3220.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,True,False,False,False,False,False,False,True,14.65,-50.86,3595.0,11.65,-10.43,0.9,3493.7,3493.7,4053.7,3880.15,-43.8,False,,,,False,False,2994.6
020150.KS,2026-09-23,40150.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,True,True,False,False,True,58.59,-25.07,44200.0,10.09,-9.16,0.43,34019.0,34019.0,44348.6667,42421.75,-48.85,False,,,,False,False,37339.5
020560.KS,2026-09-23,8360.0,후보 아님 (트렌드 템플릿 3/8),3,False,True,False,False,False,True,False,True,False,True,55.56,-28.79,8380.0,0.24,-0.24,2.0,7368.0,7368.0,7266.5333,7419.15,-12.55,False,,,,False,False,7774.8
021240.KS,2026-09-23,99800.0,후보 아님 (트렌드 템플릿 7/8),7,False,True,True,True,True,True,True,True,False,True,63.13,-20.23,109200.0,9.42,-8.61,1.23,96546.0,96546.0,88544.6667,87303.0,-7.16,False,,,,False,False,92814.0
022100.KS,2026-09-23,19990.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,7.58,-55.65,22500.0,12.56,-11.16,0.24,20401.2,20401.2,27376.4667,28674.35,-53.35,False,,,,False,False,18590.7
023530.KS,2026-09-23,103900.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,False,True,False,False,True,47.47,-34.38,122300.0,17.71,-15.04,0.6,113050.0,113050.0,129126.0,116326.5,-48.94,False,,,,False,False,96627.0
023590.KS,2026-09-23,39200.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,True,False,False,False,True,45.45,-35.28,42000.0,7.14,-6.67,0.83,38321.0,38321.0,42671.3333,42401.25,-36.26,False,,,,False,False,36456.0
024110.KS,2026-09-23,20400.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,True,False,False,False,False,False,True,37.88,-38.0,21500.0,5.39,-5.12,1.49,20551.0,20551.0,21659.4,21570.3,-28.55,False,,,,False,False,18972.0
026960.KS,2026-09-23,25350.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,False,False,False,False,False,True,False,True,39.9,-37.21,26700.0,5.33,-5.06,0.56,25727.0,25727.0,25902.6667,26150.25,-16.34,False,,,,False,False,23575.5
028050.KS,2026-09-23,49350.0,3순위 · 관찰,8,True,True,True,True,True,True,True,True,True,True,83.84,9.81,55200.0,11.85,-10.6,1.18,47068.0,47068.0,45655.3333,40928.5,-23.37,False,,,,False,False,45895.5
028260.KS,2026-09-23,367000.0,후보 아님 (트렌드 템플릿 6/8),6,False,True,True,True,False,True,True,False,True,True,75.25,-8.86,401000.0,9.26,-8.48,0.63,355810.0,355810.0,360873.3333,338272.5,-31.4,False,,,,False,False,341310.0
028670.KS,2026-09-23,5600.0,후보 아님 (트렌드 템플릿 7/8),7,False,True,True,True,True,False,True,True,True,True,72.22,-11.15,6350.0,13.39,-11.81,0.68,5651.4,5651.4,5424.4667,5133.45,-12.23,False,,,,False,False,5208.0
029780.KS,2026-09-23,42450.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,10.61,-53.67,47650.0,12.25,-10.91,0.99,46542.0,46542.0,50872.0,51933.0,-37.02,False,,,,False,False,39478.5
030000.KS,2026-09-23,17680.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,False,False,False,False,False,True,False,True,21.21,-47.61,19370.0,9.56,-8.72,0.52,18742.6,18742.6,19361.4,19946.05,-23.63,False,,,,False,False,16442.4
030200.KS,2026-09-23,52700.0,후보 아님 (트렌드 템플릿 3/8),3,False,False,True,True,False,False,False,True,False,True,38.89,-37.66,55550.0,5.41,-5.13,0.48,53098.0,53098.0,56750.0,56053.5,-23.51,False,,,,False,False,49011.0
031210.KS,2026-09-23,41300.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,25.25,-45.94,44900.0,8.72,-8.02,0.79,42940.0,42940.0,46802.0,47563.75,-33.39,False,,,,False,False,38409.0
032640.KS,2026-09-23,14640.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,True,False,False,False,False,True,False,True,42.42,-35.98,15230.0,4.03,-3.87,0.88,14793.0,14793.0,15408.6667,15377.6,-17.8,False,,,,False,False,13615.2
032830.KS,2026-09-23,294500.0,후보 아님 (트렌드 템플릿 5/8),5,False,False,True,True,True,False,True,False,True,True,76.77,-6.78,319500.0,8.49,-7.82,0.52,299250.0,299250.0,298860.0,266231.5,-40.74,False,,,,False,False,273885.0
033780.KS,2026-09-23,174300.0,후보 아님 (트렌드 템플릿 6/8),6,False,True,True,True,True,False,True,True,False,True,60.1,-21.86,179000.0,2.7,-2.63,1.03,176092.0,176092.0,172819.3333,166385.0,-7.78,False,,,,False,False,162099.0
034020.KS,2026-09-23,81700.0,후보 아님 (트렌드 템플릿 4/8),4,False,False,True,True,False,True,True,False,False,True,39.39,-37.22,94400.0,15.54,-13.45,1.68,78052.0,78052.0,94114.6667,91713.0,-40.1,False,,,,False,False,75981.0
034220.KS,2026-09-23,8490.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,3.03,-65.79,9900.0,16.61,-14.24,0.86,9397.8,9397.8,11647.4,11769.75,-49.13,False,,,,False,False,7895.7
034730.KS,2026-09-23,611000.0,후보 아님 (트렌드 템플릿 7/8),7,False,True,True,True,True,True,True,False,True,True,92.93,36.71,628000.0,2.78,-2.71,0.74,564850.0,564850.0,516273.3333,457967.5,-28.79,False,,,,False,False,568230.0
035250.KS,2026-09-23,14320.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,18.18,-48.83,15000.0,4.75,-4.53,0.68,14514.8,14514.8,15876.8667,16417.15,-26.68,False,,,,False,False,13317.6
035420.KS,2026-09-23,194700.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,24.24,-46.24,229000.0,17.62,-14.98,1.17,209762.0,209762.0,215448.6667,224266.5,-32.16,False,,,,False,False,181071.0
035720.KS,2026-09-23,33450.0,후보 아님 (트렌드 템플릿 0/8),0,False,False,False,False,False,False,False,False,False,True,5.05,-60.91,37250.0,11.36,-10.2,0.64,36291.0,36291.0,42303.3333,46585.5,-50.59,False,,,,False,False,31108.5
036460.KS,2026-09-23,35600.0,후보 아님 (트렌드 템플릿 2/8),2,False,False,False,False,False,True,False,True,False,True,36.36,-38.26,38100.0,7.02,-6.56,1.36,35413.0,35413.0,36098.6667,37200.0,-21.93,False,,,,False,False,33108.0
036570.KS,2026-09-23,212000.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,True,False,False,False,False,False,False,True,33.84,-39.64,231000.0,8.96,-8.23,1.17,224010.0,224010.0,239780.6667,233651.5,-37.28,False,,,,False,False,197160.0
039490.KS,2026-09-23,266000.0,후보 아님 (트렌드 템플릿 1/8),1,False,False,True,False,False,False,False,False,False,True,19.19,-48.31,290000.0,9.02,-8.28,0.58,282580.0,282580.0,365823.3333,357367.5,-46.32,False,,,,False,False,247380.0
